Datum;Binnengekomen bij Provider;Doorgeleid naar keuzemenu;Door beller opgehangen in menu;Automatisch behandeld in menu;Thema;Gekozen voor thema incl. doorverbindingen;In de wachtrij;Door beller opgehangen in de wachtrij;Geholpen door medewerker;Gemiddelde wachttijd (s);;
22/10/2019;;;;;OVERIG;6638,00;6635,00;115,00;6520,00;117;;
22/10/2019;;;;;INTERMEDIAIRS;3623,00;3623,00;85,00;3538,00;78;;
22/10/2019;;;;;BUITENLAND;3252,00;3252,00;152,00;3100,00;97;;
22/10/2019;;;;;AUTO;3248,00;3061,00;127,00;2934,00;75;;
22/10/2019;;;;;DOUANE;283,00;283,00;17,00;266,00;83;;
23/10/2019;41273,00;41248,00;5973,00;1501,00;TOTAAL;44851,00;41896,00;4077,00;37819,00;291;;
23/10/2019;;;;;TOESLAGEN;13597,00;10763,00;2700,00;8063,00;865;;
23/10/2019;;;;;PARTICULIEREN;8858,00;8858,00;593,00;8265,00;175;;
23/10/2019;;;;;ONDERNEMINGEN;7056,00;7004,00;352,00;6652,00;178;;
23/10/2019;;;;;OVERIG;5640,00;5637,00;96,00;5541,00;119;;
23/10/2019;;;;;INTERMEDIAIRS;3290,00;3290,00;110,00;3180,00;99;;
23/10/2019;;;;;AUTO;3142,00;3098,00;97,00;3001,00;77;;
23/10/2019;;;;;BUITENLAND;2969,00;2961,00;97,00;2864,00;65;;
23/10/2019;;;;;DOUANE;299,00;285,00;32,00;253,00;122;;
24/10/2019;67673,00;32557,00;17399,00;1092,00;TOTAAL;35576,00;34846,00;2235,00;32611,00;167;;
24/10/2019;;;;;TOESLAGEN;9261,00;8722,00;1234,00;7488,00;431;;
24/10/2019;;;;;PARTICULIEREN;7334,00;7334,00;292,00;7042,00;77;;
24/10/2019;;;;;ONDERNEMINGEN;5689,00;5623,00;241,00;5382,00;140;;
24/10/2019;;;;;OVERIG;5126,00;5126,00;182,00;4944,00;101;;
24/10/2019;;;;;INTERMEDIAIRS;2720,00;2678,00;58,00;2620,00;63;;
24/10/2019;;;;;AUTO;2713,00;2651,00;75,00;2576,00;42;;
24/10/2019;;;;;BUITENLAND;2460,00;2439,00;131,00;2308,00;66;;
24/10/2019;;;;;DOUANE;273,00;273,00;22,00;251,00;50;;
25/10/2019;32735,00;32717,00;4574,00;1291,00;TOTAAL;36679,00;36576,00;2338,00;34238,00;185;;
25/10/2019;;;;;TOESLAGEN;8503,00;8456,00;1612,00;6844,00;597;;
25/10/2019;;;;;PARTICULIEREN;7695,00;7695,00;108,00;7587,00;29;;
25/10/2019;;;;;ONDERNEMINGEN;6227,00;6225,00;233,00;5992,00;146;;
25/10/2019;;;;;OVERIG;4867,00;4856,00;95,00;4761,00;119;;
25/10/2019;;;;;AUTO;3577,00;3543,00;116,00;3427,00;64;;
25/10/2019;;;;;INTERMEDIAIRS;2943,00;2936,00;78,00;2858,00;76;;
25/10/2019;;;;;BUITENLAND;2569,00;2569,00;76,00;2493,00;55;;
25/10/2019;;;;;DOUANE;298,00;296,00;20,00;276,00;44;;
28/10/2019;52202,00;52180,00;8286,00;2137,00;TOTAAL;55384,00;52598,00;5580,00;47018,00;300;;
28/10/2019;;;;;TOESLAGEN;13169,00;12265,00;2601,00;9664,00;664;;
28/10/2019;;;;;PARTICULIEREN;11442,00;11442,00;1078,00;10364,00;246;;
28/10/2019;;;;;ONDERNEMINGEN;9408,00;9379,00;670,00;8709,00;258;;
28/10/2019;;;;;OVERIG;6993,00;6993,00;82,00;6911,00;95;;
28/10/2019;;;;;AUTO;6396,00;4543,00;875,00;3668,00;433;;
28/10/2019;;;;;INTERMEDIAIRS;3858,00;3858,00;100,00;3758,00;82;;
28/10/2019;;;;;BUITENLAND;3805,00;3805,00;158,00;3647,00;92;;
28/10/2019;;;;;DOUANE;313,00;313,00;16,00;297,00;78;;
29/10/2019;41721,00;41701,00;5209,00;1677,00;TOTAAL;47784,00;47171,00;2488,00;44683,00;154;;
29/10/2019;;;;;TOESLAGEN;10653,00;10653,00;850,00;9803,00;246;;
29/10/2019;;;;;PARTICULIEREN;9209,00;9209,00;165,00;9044,00;46;;
29/10/2019;;;;;ONDERNEMINGEN;8887,00;8879,00;450,00;8429,00;182;;
29/10/2019;;;;;OVERIG;6399,00;6399,00;82,00;6317,00;90;;
29/10/2019;;;;;AUTO;4909,00;4314,00;586,00;3728,00;320;;
29/10/2019;;;;;INTERMEDIAIRS;4085,00;4085,00;85,00;4000,00;76;;
29/10/2019;;;;;BUITENLAND;3368,00;3359,00;252,00;3107,00;143;;
29/10/2019;;;;;DOUANE;274,00;273,00;18,00;255,00;71;;
30/10/2019;38459,00;38430,00;5015,00;1664,00;TOTAAL;43290,00;43017,00;2649,00;40368,00;181;;
30/10/2019;;;;;TOESLAGEN;9229,00;9229,00;1087,00;8142,00;377;;
30/10/2019;;;;;PARTICULIEREN;8466,00;8466,00;204,00;8262,00;60;;
30/10/2019;;;;;ONDERNEMINGEN;8460,00;8331,00;558,00;7773,00;234;;
30/10/2019;;;;;OVERIG;5820,00;5820,00;117,00;5703,00;104;;
30/10/2019;;;;;INTERMEDIAIRS;3849,00;3849,00;119,00;3730,00;110;;
30/10/2019;;;;;AUTO;3816,00;3672,00;262,00;3410,00;141;;
30/10/2019;;;;;BUITENLAND;3336,00;3336,00;278,00;3058,00;132;;
30/10/2019;;;;;DOUANE;314,00;314,00;24,00;290,00;60;;
31/10/2019;39483,00;39455,00;5060,00;1866,00;TOTAAL;43420,00;42782,00;3100,00;39682,00;203;;
31/10/2019;;;;;TOESLAGEN;9519,00;9421,00;949,00;8472,00;306;;
31/10/2019;;;;;ONDERNEMINGEN;9314,00;8959,00;770,00;8189,00;268;;
31/10/2019;;;;;PARTICULIEREN;8400,00;8400,00;423,00;7977,00;129;;
31/10/2019;;;;;OVERIG;5470,00;5470,00;87,00;5383,00;97;;
31/10/2019;;;;;INTERMEDIAIRS;4150,00;4130,00;124,00;4006,00;108;;
31/10/2019;;;;;AUTO;3319,00;3204,00;330,00;2874,00;234;;
31/10/2019;;;;;BUITENLAND;2964,00;2920,00;393,00;2527,00;233;;
31/10/2019;;;;;DOUANE;284,00;278,00;24,00;254,00;118;;
01/11/2019;30511,00;30491,00;3836,00;817,00;TOTAAL;36453,00;36405,00;1213,00;35192,00;106;;
01/11/2019;;;;;TOESLAGEN;8358,00;8326,00;602,00;7724,00;231;;
01/11/2019;;;;;PARTICULIEREN;7451,00;7451,00;57,00;7394,00;15;;
01/11/2019;;;;;ONDERNEMINGEN;6456,00;6456,00;230,00;6226,00;133;;
01/11/2019;;;;;OVERIG;5262,00;5262,00;71,00;5191,00;81;;
01/11/2019;;;;;AUTO;3378,00;3367,00;138,00;3229,00;80;;
01/11/2019;;;;;INTERMEDIAIRS;2773,00;2773,00;38,00;2735,00;55;;
01/11/2019;;;;;BUITENLAND;2507,00;2507,00;62,00;2445,00;72;;
01/11/2019;;;;;DOUANE;268,00;263,00;15,00;248,00;69;;
04/11/2019;39667,00;39644,00;5173,00;1189,00;TOTAAL;46725,00;46688,00;2235,00;44453,00;146;;
04/11/2019;;;;;TOESLAGEN;10520,00;10520,00;1042,00;9478,00;325;;
04/11/2019;;;;;PARTICULIEREN;10145,00;10145,00;173,00;9972,00;48;;
04/11/2019;;;;;ONDERNEMINGEN;7890,00;7890,00;261,00;7629,00;127;;
04/11/2019;;;;;OVERIG;6802,00;6802,00;144,00;6658,00;108;;
04/11/2019;;;;;AUTO;3847,00;3818,00;162,00;3656,00;114;;
04/11/2019;;;;;BUITENLAND;3791,00;3790,00;382,00;3408,00;172;;
04/11/2019;;;;;INTERMEDIAIRS;3399,00;3399,00;56,00;3343,00;60;;
04/11/2019;;;;;DOUANE;331,00;324,00;15,00;309,00;116;;
05/11/2019;36777,00;36750,00;4610,00;1029,00;TOTAAL;43408,00;43394,00;1498,00;41896,00;97;;
05/11/2019;;;;;TOESLAGEN;10600,00;10600,00;635,00;9965,00;170;;
05/11/2019;;;;;PARTICULIEREN;9043,00;9043,00;131,00;8912,00;29;;
05/11/2019;;;;;ONDERNEMINGEN;7206,00;7194,00;262,00;6932,00;122;;
05/11/2019;;;;;OVERIG;5928,00;5928,00;110,00;5818,00;97;;
05/11/2019;;;;;INTERMEDIAIRS;3508,00;3508,00;133,00;3375,00;81;;
05/11/2019;;;;;AUTO;3479,00;3479,00;74,00;3405,00;26;;
05/11/2019;;;;;BUITENLAND;3346,00;3346,00;134,00;3212,00;91;;
05/11/2019;;;;;DOUANE;298,00;296,00;19,00;277,00;62;;
06/11/2019;32416,00;32379,00;3966,00;1023,00;TOTAAL;38375,00;38138,00;1485,00;36653,00;118;;
06/11/2019;;;;;TOESLAGEN;8624,00;8624,00;294,00;8330,00;110;;
06/11/2019;;;;;PARTICULIEREN;7850,00;7850,00;77,00;7773,00;24;;
06/11/2019;;;;;ONDERNEMINGEN;6706,00;6706,00;236,00;6470,00;126;;
06/11/2019;;;;;OVERIG;5195,00;5194,00;150,00;5044,00;146;;
06/11/2019;;;;;AUTO;3284,00;3061,00;325,00;2736,00;225;;
06/11/2019;;;;;INTERMEDIAIRS;3247,00;3236,00;153,00;3083,00;141;;
06/11/2019;;;;;BUITENLAND;3200,00;3200,00;229,00;2971,00;201;;
06/11/2019;;;;;DOUANE;269,00;267,00;21,00;246,00;114;;
07/11/2019;32660,00;32630,00;4224,00;999,00;TOTAAL;38245,00;38126,00;1847,00;36279,00;137;;
07/11/2019;;;;;TOESLAGEN;9070,00;9048,00;794,00;8254,00;250;;
07/11/2019;;;;;PARTICULIEREN;7905,00;7905,00;174,00;7731,00;52;;
07/11/2019;;;;;ONDERNEMINGEN;6500,00;6500,00;261,00;6239,00;135;;
07/11/2019;;;;;OVERIG;5265,00;5237,00;131,00;5106,00;131;;
07/11/2019;;;;;INTERMEDIAIRS;3407,00;3346,00;185,00;3161,00;121;;
07/11/2019;;;;;BUITENLAND;2891,00;2891,00;182,00;2709,00;150;;
07/11/2019;;;;;AUTO;2883,00;2878,00;105,00;2773,00;63;;
07/11/2019;;;;;DOUANE;324,00;321,00;15,00;306,00;59;;
08/11/2019;27900,00;27827,00;3424,00;723,00;TOTAAL;34055,00;34026,00;598,00;33428,00;56;;
08/11/2019;;;;;TOESLAGEN;7407,00;7407,00;80,00;7327,00;24;;
08/11/2019;;;;;PARTICULIEREN;6978,00;6978,00;40,00;6938,00;13;;
08/11/2019;;;;;ONDERNEMINGEN;5639,00;5632,00;127,00;5505,00;106;;
08/11/2019;;;;;OVERIG;4878,00;4872,00;70,00;4802,00;75;;
08/11/2019;;;;;AUTO;3232,00;3232,00;75,00;3157,00;31;;
08/11/2019;;;;;INTERMEDIAIRS;2933,00;2917,00;69,00;2848,00;63;;
08/11/2019;;;;;BUITENLAND;2724,00;2724,00;110,00;2614,00;143;;
08/11/2019;;;;;DOUANE;264,00;264,00;27,00;237,00;93;;
11/11/2019;35701,00;35630,00;4412,00;1181,00;TOTAAL;42684,00;42542,00;1140,00;41402,00;72;;
11/11/2019;;;;;PARTICULIEREN;9288,00;9288,00;89,00;9199,00;23;;
11/11/2019;;;;;TOESLAGEN;9166,00;9166,00;123,00;9043,00;33;;
11/11/2019;;;;;ONDERNEMINGEN;7140,00;7126,00;269,00;6857,00;143;;
11/11/2019;;;;;OVERIG;6294,00;6294,00;82,00;6212,00;81;;
11/11/2019;;;;;AUTO;3683,00;3683,00;105,00;3578,00;35;;
11/11/2019;;;;;BUITENLAND;3434,00;3430,00;387,00;3043,00;217;;
11/11/2019;;;;;INTERMEDIAIRS;3342,00;3220,00;70,00;3150,00;60;;
11/11/2019;;;;;DOUANE;337,00;335,00;15,00;320,00;38;;
12/11/2019;32314,00;32276,00;3781,00;913,00;TOTAAL;39506,00;39399,00;789,00;38610,00;60;;
12/11/2019;;;;;TOESLAGEN;8953,00;8953,00;92,00;8861,00;18;;
12/11/2019;;;;;PARTICULIEREN;8211,00;8211,00;64,00;8147,00;18;;
12/11/2019;;;;;ONDERNEMINGEN;6473,00;6466,00;228,00;6238,00;138;;
12/11/2019;;;;;OVERIG;5961,00;5954,00;100,00;5854,00;87;;
12/11/2019;;;;;INTERMEDIAIRS;3511,00;3476,00;90,00;3386,00;57;;
12/11/2019;;;;;AUTO;3151,00;3094,00;133,00;2961,00;97;;
12/11/2019;;;;;BUITENLAND;2937,00;2937,00;67,00;2870,00;54;;
12/11/2019;;;;;DOUANE;309,00;308,00;15,00;293,00;43;;
13/11/2019;31311,00;31246,00;3911,00;1014,00;TOTAAL;37221,00;37206,00;1139,00;36067,00;91;;
13/11/2019;;;;;TOESLAGEN;8809,00;8809,00;539,00;8270,00;175;;
13/11/2019;;;;;PARTICULIEREN;7667,00;7667,00;112,00;7555,00;23;;
13/11/2019;;;;;ONDERNEMINGEN;6280,00;6280,00;183,00;6097,00;128;;
13/11/2019;;;;;OVERIG;5270,00;5258,00;86,00;5172,00;99;;
13/11/2019;;;;;INTERMEDIAIRS;3056,00;3056,00;37,00;3019,00;25;;
13/11/2019;;;;;AUTO;2930,00;2928,00;71,00;2857,00;34;;
13/11/2019;;;;;BUITENLAND;2906,00;2906,00;95,00;2811,00;57;;
13/11/2019;;;;;DOUANE;303,00;302,00;16,00;286,00;78;;
14/11/2019;31470,00;31351,00;4199,00;930,00;TOTAAL;36958,00;36939,00;2098,00;34841,00;159;;
14/11/2019;;;;;TOESLAGEN;8740,00;8740,00;1218,00;7522,00;383;;
14/11/2019;;;;;PARTICULIEREN;7794,00;7794,00;269,00;7525,00;79;;
14/11/2019;;;;;ONDERNEMINGEN;6047,00;6046,00;275,00;5771,00;151;;
14/11/2019;;;;;OVERIG;5562,00;5556,00;117,00;5439,00;143;;
14/11/2019;;;;;INTERMEDIAIRS;3128,00;3128,00;75,00;3053,00;44;;
14/11/2019;;;;;BUITENLAND;2763,00;2763,00;67,00;2696,00;66;;
14/11/2019;;;;;AUTO;2614,00;2604,00;62,00;2542,00;36;;
14/11/2019;;;;;DOUANE;310,00;308,00;15,00;293,00;87;;
15/11/2019;29395,00;29305,00;3959,00;796,00;TOTAAL;35154,00;35059,00;1679,00;33380,00;162;;
15/11/2019;;;;;TOESLAGEN;7633,00;7633,00;917,00;6716,00;408;;
15/11/2019;;;;;PARTICULIEREN;7590,00;7590,00;104,00;7486,00;32;;
15/11/2019;;;;;ONDERNEMINGEN;5643,00;5626,00;224,00;5402,00;166;;
15/11/2019;;;;;OVERIG;5533,00;5507,00;153,00;5354,00;158;;
15/11/2019;;;;;AUTO;3187,00;3162,00;135,00;3027,00;94;;
15/11/2019;;;;;INTERMEDIAIRS;2707,00;2682,00;76,00;2606,00;90;;
15/11/2019;;;;;BUITENLAND;2561,00;2561,00;49,00;2512,00;53;;
15/11/2019;;;;;DOUANE;300,00;298,00;21,00;277,00;102;;
18/11/2019;47953,00;47825,00;7899,00;1389,00;TOTAAL;53320,00;51438,00;5268,00;46170,00;302;;
18/11/2019;;;;;TOESLAGEN;14371,00;12750,00;3672,00;9078,00;1007;;
18/11/2019;;;;;PARTICULIEREN;10789,00;10789,00;211,00;10578,00;49;;
18/11/2019;;;;;ONDERNEMINGEN;8547,00;8539,00;318,00;8221,00;155;;
18/11/2019;;;;;OVERIG;7617,00;7615,00;244,00;7371,00;160;;
18/11/2019;;;;;AUTO;4306,00;4080,00;436,00;3644,00;253;;
18/11/2019;;;;;BUITENLAND;3886,00;3863,00;297,00;3566,00;201;;
18/11/2019;;;;;INTERMEDIAIRS;3475,00;3475,00;55,00;3420,00;49;;
18/11/2019;;;;;DOUANE;329,00;327,00;35,00;292,00;117;;
19/11/2019;40786,00;40679,00;6275,00;1192,00;TOTAAL;46744,00;46375,00;3501,00;42874,00;214;;
19/11/2019;;;;;TOESLAGEN;11792,00;11740,00;1971,00;9769,00;501;;
19/11/2019;;;;;PARTICULIEREN;9516,00;9516,00;408,00;9108,00;97;;
19/11/2019;;;;;ONDERNEMINGEN;8048,00;8018,00;356,00;7662,00;160;;
19/11/2019;;;;;OVERIG;6670,00;6655,00;196,00;6459,00;151;;
19/11/2019;;;;;AUTO;3731,00;3461,00;353,00;3108,00;207;;
19/11/2019;;;;;INTERMEDIAIRS;3482,00;3482,00;73,00;3409,00;64;;
19/11/2019;;;;;BUITENLAND;3210,00;3210,00;121,00;3089,00;107;;
19/11/2019;;;;;DOUANE;295,00;293,00;23,00;270,00;57;;
20/11/2019;58102,00;58015,00;8691,00;1378,00;TOTAAL;62137,00;48636,00;5555,00;43081,00;349;;
20/11/2019;;;;;TOESLAGEN;26638,00;13610,00;4130,00;9480,00;1170;;
20/11/2019;;;;;PARTICULIEREN;10442,00;10442,00;334,00;10108,00;70;;
20/11/2019;;;;;OVERIG;7722,00;7722,00;125,00;7597,00;116;;
20/11/2019;;;;;ONDERNEMINGEN;7046,00;7046,00;182,00;6864,00;101;;
20/11/2019;;;;;AUTO;3727,00;3325,00;409,00;2916,00;293;;
20/11/2019;;;;;INTERMEDIAIRS;3185,00;3185,00;57,00;3128,00;51;;
20/11/2019;;;;;BUITENLAND;3061,00;3005,00;285,00;2720,00;215;;
20/11/2019;;;;;DOUANE;316,00;301,00;33,00;268,00;147;;
21/11/2019;42950,00;42896,00;6374,00;1061,00;TOTAAL;47656,00;45658,00;4561,00;41097,00;289;;
21/11/2019;;;;;TOESLAGEN;16403,00;14884,00;3405,00;11479,00;773;;
21/11/2019;;;;;PARTICULIEREN;8487,00;8487,00;165,00;8322,00;39;;
21/11/2019;;;;;OVERIG;6398,00;6364,00;167,00;6197,00;134;;
21/11/2019;;;;;ONDERNEMINGEN;6236,00;6164,00;188,00;5976,00;92;;
21/11/2019;;;;;INTERMEDIAIRS;3526,00;3505,00;87,00;3418,00;79;;
21/11/2019;;;;;AUTO;3419,00;3070,00;427,00;2643,00;290;;
21/11/2019;;;;;BUITENLAND;2885,00;2885,00;104,00;2781,00;86;;
21/11/2019;;;;;DOUANE;302,00;299,00;18,00;281,00;52;;
22/11/2019;34623,00;34536,00;4917,00;786,00;TOTAAL;39780,00;38893,00;3086,00;35807,00;236;;
22/11/2019;;;;;TOESLAGEN;11112,00;11072,00;1876,00;9196,00;545;;
22/11/2019;;;;;PARTICULIEREN;7792,00;7792,00;80,00;7712,00;23;;
22/11/2019;;;;;ONDERNEMINGEN;5720,00;5545,00;225,00;5320,00;133;;
22/11/2019;;;;;OVERIG;5472,00;5463,00;109,00;5354,00;134;;
22/11/2019;;;;;AUTO;3932,00;3340,00;515,00;2825,00;389;;
22/11/2019;;;;;INTERMEDIAIRS;2788,00;2717,00;98,00;2619,00;119;;
22/11/2019;;;;;BUITENLAND;2716,00;2716,00;162,00;2554,00;162;;
22/11/2019;;;;;DOUANE;248,00;248,00;21,00;227,00;74;;
25/11/2019;54894,00;54828,00;7527,00;1370,00;TOTAAL;54986,00;38476,00;5177,00;33299,00;355;;
25/11/2019;;;;;TOESLAGEN;19084,00;5184,00;1417,00;3767,00;772;;
25/11/2019;;;;;PARTICULIEREN;11161,00;9235,00;2123,00;7112,00;631;;
25/11/2019;;;;;ONDERNEMINGEN;6981,00;6972,00;573,00;6399,00;257;;
25/11/2019;;;;;OVERIG;5184,00;5184,00;227,00;4957,00;212;;
25/11/2019;;;;;AUTO;4907,00;4765,00;566,00;4199,00;280;;
25/11/2019;;;;;INTERMEDIAIRS;3955,00;3422,00;115,00;3307,00;81;;
25/11/2019;;;;;BUITENLAND;3404,00;3404,00;137,00;3267,00;80;;
25/11/2019;;;;;DOUANE;310,00;310,00;19,00;291,00;112;;
26/11/2019;52766,00;52565,00;10170,00;1229,00;TOTAAL;50793,00;43328,00;7483,00;35845,00;492;;
26/11/2019;;;;;TOESLAGEN;15154,00;11017,00;2803,00;8214,00;807;;
26/11/2019;;;;;PARTICULIEREN;10304,00;9138,00;2178,00;6960,00;644;;
26/11/2019;;;;;ONDERNEMINGEN;8463,00;7413,00;1347,00;6066,00;603;;
26/11/2019;;;;;OVERIG;4998,00;4996,00;191,00;4805,00;182;;
26/11/2019;;;;;INTERMEDIAIRS;4252,00;3552,00;173,00;3379,00;143;;
26/11/2019;;;;;AUTO;4096,00;3997,00;439,00;3558,00;258;;
26/11/2019;;;;;BUITENLAND;3181,00;2894,00;313,00;2581,00;210;;
26/11/2019;;;;;DOUANE;345,00;321,00;39,00;282,00;133;;
27/11/2019;50146,00;50041,00;9025,00;1174,00;TOTAAL;50522,00;45609,00;7813,00;37796,00;523;;
27/11/2019;;;;;TOESLAGEN;14091,00;11194,00;3108,00;8086,00;966;;
27/11/2019;;;;;PARTICULIEREN;9411,00;9411,00;2023,00;7388,00;593;;
27/11/2019;;;;;ONDERNEMINGEN;8790,00;8355,00;1294,00;7061,00;537;;
27/11/2019;;;;;AUTO;5508,00;4007,00;712,00;3295,00;462;;
27/11/2019;;;;;OVERIG;5248,00;5228,00;167,00;5061,00;177;;
27/11/2019;;;;;INTERMEDIAIRS;3848,00;3800,00;216,00;3584,00;173;;
27/11/2019;;;;;BUITENLAND;3314,00;3308,00;256,00;3052,00;232;;
27/11/2019;;;;;DOUANE;312,00;306,00;37,00;269,00;101;;
28/11/2019;46002,00;45914,00;7436,00;1069,00;TOTAAL;48278,00;44689,00;5649,00;39040,00;378;;
28/11/2019;;;;;TOESLAGEN;12571,00;11443,00;2472,00;8971,00;688;;
28/11/2019;;;;;ONDERNEMINGEN;10620,00;8589,00;1183,00;7406,00;472;;
28/11/2019;;;;;PARTICULIEREN;8619,00;8619,00;1051,00;7568,00;316;;
28/11/2019;;;;;OVERIG;4947,00;4947,00;85,00;4862,00;111;;
28/11/2019;;;;;AUTO;4383,00;4120,00;449,00;3671,00;264;;
28/11/2019;;;;;INTERMEDIAIRS;3847,00;3680,00;237,00;3443,00;189;;
28/11/2019;;;;;BUITENLAND;2988,00;2988,00;165,00;2823,00;188;;
28/11/2019;;;;;DOUANE;303,00;303,00;7,00;296,00;25;;
29/11/2019;40790,00;40703,00;6689,00;841,00;TOTAAL;42826,00;39507,00;4727,00;34780,00;373;;
29/11/2019;;;;;TOESLAGEN;10472,00;9622,00;2421,00;7201,00;785;;
29/11/2019;;;;;ONDERNEMINGEN;9640,00;7791,00;1179,00;6612,00;553;;
29/11/2019;;;;;PARTICULIEREN;7602,00;7602,00;430,00;7172,00;185;;
29/11/2019;;;;;OVERIG;4635,00;4635,00;157,00;4478,00;184;;
29/11/2019;;;;;AUTO;3877,00;3866,00;195,00;3671,00;124;;
29/11/2019;;;;;INTERMEDIAIRS;3648,00;3039,00;240,00;2799,00;247;;
29/11/2019;;;;;BUITENLAND;2724,00;2724,00;101,00;2623,00;134;;
29/11/2019;;;;;DOUANE;228,00;228,00;4,00;224,00;19;;
02/12/2019;59658,00;59572,00;11500,00;1434,00;TOTAAL;57734,00;52039,00;9486,00;42553,00;538;;
02/12/2019;;;;;TOESLAGEN;15274,00;13028,00;3680,00;9348,00;937;;
02/12/2019;;;;;PARTICULIEREN;12305,00;12305,00;3026,00;9279,00;684;;
02/12/2019;;;;;ONDERNEMINGEN;11428,00;8593,00;1680,00;6913,00;689;;
02/12/2019;;;;;OVERIG;6055,00;6055,00;182,00;5873,00;142;;
02/12/2019;;;;;AUTO;4865,00;4274,00;611,00;3663,00;376;;
02/12/2019;;;;;INTERMEDIAIRS;4117,00;4108,00;150,00;3958,00;145;;
02/12/2019;;;;;BUITENLAND;3450,00;3436,00;144,00;3292,00;72;;
02/12/2019;;;;;DOUANE;240,00;240,00;13,00;227,00;30;;
03/12/2019;46670,00;46582,00;7705,00;1474,00;TOTAAL;48288,00;46010,00;5779,00;40231,00;376;;
03/12/2019;;;;;TOESLAGEN;11642,00;11480,00;2446,00;9034,00;648;;
03/12/2019;;;;;PARTICULIEREN;10108,00;10108,00;1152,00;8956,00;332;;
03/12/2019;;;;;ONDERNEMINGEN;9333,00;8215,00;1243,00;6972,00;531;;
03/12/2019;;;;;OVERIG;5615,00;5608,00;139,00;5469,00;132;;
03/12/2019;;;;;AUTO;4321,00;3350,00;511,00;2839,00;375;;
03/12/2019;;;;;INTERMEDIAIRS;4033,00;4013,00;114,00;3899,00;122;;
03/12/2019;;;;;BUITENLAND;2954,00;2954,00;157,00;2797,00;109;;
03/12/2019;;;;;DOUANE;282,00;282,00;17,00;265,00;73;;
04/12/2019;42339,00;42235,00;7175,00;1127,00;TOTAAL;44159,00;42429,00;5355,00;37074,00;382;;
04/12/2019;;;;;TOESLAGEN;11302,00;10903,00;2107,00;8796,00;601;;
04/12/2019;;;;;PARTICULIEREN;8981,00;8981,00;1161,00;7820,00;366;;
04/12/2019;;;;;ONDERNEMINGEN;8214,00;7481,00;1006,00;6475,00;495;;
04/12/2019;;;;;OVERIG;5149,00;5142,00;104,00;5038,00;108;;
04/12/2019;;;;;AUTO;3942,00;3473,00;604,00;2869,00;429;;
04/12/2019;;;;;INTERMEDIAIRS;3599,00;3477,00;197,00;3280,00;200;;
04/12/2019;;;;;BUITENLAND;2700,00;2700,00;167,00;2533,00;142;;
04/12/2019;;;;;DOUANE;272,00;272,00;9,00;263,00;22;;
05/12/2019;32312,00;32244,00;4222,00;932,00;TOTAAL;37105,00;36427,00;2098,00;34329,00;172;;
05/12/2019;;;;;TOESLAGEN;8643,00;8628,00;890,00;7738,00;284;;
05/12/2019;;;;;PARTICULIEREN;7177,00;7177,00;253,00;6924,00;110;;
05/12/2019;;;;;ONDERNEMINGEN;6695,00;6466,00;369,00;6097,00;218;;
05/12/2019;;;;;OVERIG;5096,00;5081,00;101,00;4980,00;102;;
05/12/2019;;;;;INTERMEDIAIRS;3654,00;3268,00;182,00;3086,00;159;;
05/12/2019;;;;;AUTO;3292,00;3259,00;227,00;3032,00;154;;
05/12/2019;;;;;BUITENLAND;2291,00;2291,00;67,00;2224,00;66;;
05/12/2019;;;;;DOUANE;257,00;257,00;9,00;248,00;42;;
06/12/2019;31304,00;31236,00;4313,00;900,00;TOTAAL;36028,00;35483,00;2297,00;33186,00;205;;
06/12/2019;;;;;TOESLAGEN;8185,00;8185,00;1072,00;7113,00;430;;
06/12/2019;;;;;PARTICULIEREN;7426,00;7426,00;77,00;7349,00;27;;
06/12/2019;;;;;ONDERNEMINGEN;6473,00;6300,00;526,00;5774,00;288;;
06/12/2019;;;;;OVERIG;5072,00;5071,00;97,00;4974,00;129;;
06/12/2019;;;;;AUTO;3230,00;3151,00;235,00;2916,00;164;;
06/12/2019;;;;;INTERMEDIAIRS;3140,00;2848,00;206,00;2642,00;203;;
06/12/2019;;;;;BUITENLAND;2240,00;2240,00;75,00;2165,00;108;;
06/12/2019;;;;;DOUANE;262,00;262,00;9,00;253,00;20;;
09/12/2019;43413,00;43301,00;5799,00;1444,00;TOTAAL;49382,00;48975,00;3236,00;45739,00;208;;
09/12/2019;;;;;TOESLAGEN;11762,00;11762,00;1294,00;10468,00;341;;
09/12/2019;;;;;PARTICULIEREN;10362,00;10362,00;345,00;10017,00;103;;
09/12/2019;;;;;ONDERNEMINGEN;9135,00;8745,00;834,00;7911,00;362;;
09/12/2019;;;;;OVERIG;6723,00;6723,00;97,00;6626,00;83;;
09/12/2019;;;;;AUTO;4074,00;4067,00;303,00;3764,00;166;;
09/12/2019;;;;;INTERMEDIAIRS;3622,00;3612,00;102,00;3510,00;98;;
09/12/2019;;;;;BUITENLAND;3408,00;3408,00;252,00;3156,00;160;;
09/12/2019;;;;;DOUANE;296,00;296,00;9,00;287,00;29;;
10/12/2019;35728,00;35653,00;4080,00;1068,00;TOTAAL;41988,00;41555,00;1200,00;40355,00;87;;
10/12/2019;;;;;TOESLAGEN;9374,00;9374,00;122,00;9252,00;26;;
10/12/2019;;;;;ONDERNEMINGEN;8636,00;8218,00;470,00;7748,00;211;;
10/12/2019;;;;;PARTICULIEREN;7914,00;7914,00;63,00;7851,00;13;;
