Datum;Binnengekomen bij Provider;Doorgeleid naar keuzemenu;Door beller opgehangen in menu;Automatisch behandeld in menu;Thema;Gekozen voor thema incl. doorverbindingen;In de wachtrij;Door beller opgehangen in de wachtrij;Geholpen door medewerker;Gemiddelde wachttijd (s);;
12/04/2022;;;;;INTERMEDIAIRS;3811,00;3795,00;83,00;3712,00;62;;
12/04/2022;;;;;AUTO;3452,00;3434,00;101,00;3333,00;71;;
12/04/2022;;;;;BUITENLAND;2573,00;2573,00;71,00;2502,00;30;;
13/04/2022;33751,00;33685,00;4910,00;2551,00;TOTAAL;34666,00;34186,00;2409,00;31762,00;206;;
13/04/2022;;;;;PARTICULIEREN;9874,00;9874,00;482,00;9392,00;155;;
13/04/2022;;;;;ONDERNEMINGEN;5555,00;5301,00;700,00;4599,00;417;;
13/04/2022;;;;;TOESLAGEN;5223,00;5223,00;244,00;4978,00;141;;
13/04/2022;;;;;OVERIG;4691,00;4487,00;560,00;3921,00;387;;
13/04/2022;;;;;INTERMEDIAIRS;3771,00;3762,00;120,00;3642,00;82;;
13/04/2022;;;;;AUTO;3139,00;3126,00;255,00;2865,00;205;;
13/04/2022;;;;;BUITENLAND;2413,00;2413,00;48,00;2365,00;18;;
14/04/2022;33752,00;33698,00;4505,00;2465,00;TOTAAL;34435,00;32497,00;2234,00;30257,00;175;;
14/04/2022;;;;;PARTICULIEREN;8703,00;8701,00;245,00;8456,00;84;;
14/04/2022;;;;;ONDERNEMINGEN;6848,00;5066,00;926,00;4135,00;447;;
14/04/2022;;;;;TOESLAGEN;5341,00;5332,00;274,00;5058,00;159;;
14/04/2022;;;;;OVERIG;4521,00;4377,00;547,00;3829,00;378;;
14/04/2022;;;;;INTERMEDIAIRS;3951,00;3951,00;96,00;3855,00;75;;
14/04/2022;;;;;AUTO;2794,00;2793,00;60,00;2733,00;39;;
14/04/2022;;;;;BUITENLAND;2277,00;2277,00;86,00;2191,00;37;;
15/04/2022;27804,00;27766,00;3965,00;2004,00;TOTAAL;29135,00;28530,00;1821,00;26706,00;180;;
15/04/2022;;;;;PARTICULIEREN;8440,00;8440,00;350,00;8090,00;123;;
15/04/2022;;;;;ONDERNEMINGEN;5658,00;5103,00;812,00;4290,00;494;;
15/04/2022;;;;;TOESLAGEN;4423,00;4423,00;155,00;4268,00;107;;
15/04/2022;;;;;OVERIG;4008,00;3971,00;284,00;3685,00;237;;
15/04/2022;;;;;INTERMEDIAIRS;2752,00;2739,00;92,00;2647,00;75;;
15/04/2022;;;;;AUTO;2233,00;2233,00;30,00;2203,00;21;;
15/04/2022;;;;;BUITENLAND;1621,00;1621,00;98,00;1523,00;82;;
19/04/2022;47389,00;47336,00;7487,00;3724,00;TOTAAL;46689,00;44614,00;4316,00;40266,00;273;;
19/04/2022;;;;;PARTICULIEREN;14527,00;14496,00;1301,00;13187,00;279;;
19/04/2022;;;;;ONDERNEMINGEN;8042,00;6253,00;1337,00;4907,00;672;;
19/04/2022;;;;;TOESLAGEN;7085,00;7085,00;551,00;6524,00;203;;
19/04/2022;;;;;OVERIG;5654,00;5506,00;524,00;4979,00;308;;
19/04/2022;;;;;INTERMEDIAIRS;4137,00;4097,00;107,00;3990,00;74;;
19/04/2022;;;;;AUTO;3931,00;3864,00;256,00;3606,00;156;;
19/04/2022;;;;;BUITENLAND;3313,00;3313,00;240,00;3073,00;101;;
20/04/2022;51002,00;50931,00;8374,00;3896,00;TOTAAL;47569,00;44664,00;9144,00;35465,00;506;;
20/04/2022;;;;;PARTICULIEREN;13079,00;12875,00;3654,00;9191,00;717;;
20/04/2022;;;;;TOESLAGEN;11417,00;10994,00;3131,00;7850,00;734;;
20/04/2022;;;;;ONDERNEMINGEN;7632,00;5559,00;1165,00;4387,00;651;;
20/04/2022;;;;;OVERIG;5281,00;5101,00;547,00;4549,00;333;;
20/04/2022;;;;;INTERMEDIAIRS;4025,00;4019,00;110,00;3909,00;80;;
20/04/2022;;;;;AUTO;3121,00;3103,00;205,00;2898,00;196;;
20/04/2022;;;;;BUITENLAND;3014,00;3013,00;332,00;2681,00;128;;
25/04/2022;67345,00;67259,00;11802,00;6656,00;TOTAAL;57778,00;48655,00;10317,00;38278,00;549;;
25/04/2022;;;;;PARTICULIEREN;19622,00;15972,00;4645,00;11291,00;825;;
25/04/2022;;;;;ONDERNEMINGEN;11117,00;7022,00;1348,00;5669,00;638;;
25/04/2022;;;;;TOESLAGEN;8654,00;8397,00;2499,00;5884,00;746;;
25/04/2022;;;;;OVERIG;5819,00;5029,00;522,00;4506,00;379;;
25/04/2022;;;;;INTERMEDIAIRS;4800,00;4797,00;113,00;4684,00;75;;
25/04/2022;;;;;AUTO;3887,00;3840,00;290,00;3546,00;204;;
25/04/2022;;;;;BUITENLAND;3879,00;3598,00;900,00;2698,00;346;;
26/04/2022;61677,00;61615,00;10076,00;6528,00;TOTAAL;53703,00;44895,00;9501,00;35334,00;544;;
26/04/2022;;;;;PARTICULIEREN;16372,00;15246,00;4635,00;10579,00;876;;
26/04/2022;;;;;ONDERNEMINGEN;11927,00;5360,00;1203,00;4142,00;655;;
26/04/2022;;;;;TOESLAGEN;8425,00;7926,00;2204,00;5714,00;713;;
26/04/2022;;;;;INTERMEDIAIRS;5207,00;5116,00;156,00;4960,00;95;;
26/04/2022;;;;;OVERIG;5207,00;4899,00;558,00;4336,00;357;;
26/04/2022;;;;;BUITENLAND;3447,00;3278,00;591,00;2687,00;283;;
26/04/2022;;;;;AUTO;3118,00;3070,00;154,00;2916,00;136;;
28/04/2022;76655,00;76554,00;13193,00;8863,00;TOTAAL;63647,00;47337,00;10498,00;36768,00;578;;
28/04/2022;;;;;PARTICULIEREN;19601,00;16040,00;4927,00;11065,00;905;;
28/04/2022;;;;;ONDERNEMINGEN;14443,00;5554,00;1232,00;4316,00;711;;
28/04/2022;;;;;TOESLAGEN;8796,00;7942,00;2147,00;5781,00;653;;
28/04/2022;;;;;OVERIG;5376,00;5135,00;599,00;4536,00;348;;
28/04/2022;;;;;INTERMEDIAIRS;5188,00;5084,00;159,00;4925,00;100;;
28/04/2022;;;;;BUITENLAND;5126,00;3128,00;901,00;2227,00;442;;
28/04/2022;;;;;AUTO;5117,00;4454,00;533,00;3918,00;341;;
29/04/2022;73957,00;73856,00;12287,00;9665,00;TOTAAL;61280,00;45436,00;8706,00;36666,00;572;;
29/04/2022;;;;;PARTICULIEREN;17259,00;15008,00;3877,00;11101,00;829;;
29/04/2022;;;;;ONDERNEMINGEN;16657,00;6207,00;1203,00;4992,00;821;;
29/04/2022;;;;;TOESLAGEN;7354,00;7254,00;1578,00;5660,00;607;;
29/04/2022;;;;;AUTO;5243,00;4166,00;648,00;3512,00;422;;
29/04/2022;;;;;BUITENLAND;5028,00;3161,00;821,00;2340,00;447;;
29/04/2022;;;;;INTERMEDIAIRS;4947,00;4896,00;131,00;4765,00;91;;
29/04/2022;;;;;OVERIG;4792,00;4744,00;448,00;4296,00;297;;
02/05/2022;56228,00;56158,00;10754,00;2131,00;TOTAAL;50270,00;40395,00;8654,00;31510,00;610;;
02/05/2022;;;;;PARTICULIEREN;15756,00;11840,00;3895,00;7842,00;1027;;
02/05/2022;;;;;ONDERNEMINGEN;9919,00;5658,00;1206,00;4415,00;782;;
02/05/2022;;;;;TOESLAGEN;8152,00;7789,00;2386,00;5344,00;860;;
02/05/2022;;;;;OVERIG;5110,00;4126,00;338,00;3771,00;345;;
02/05/2022;;;;;AUTO;4020,00;3979,00;380,00;3584,00;275;;
02/05/2022;;;;;INTERMEDIAIRS;3922,00;3631,00;100,00;3531,00;86;;
02/05/2022;;;;;BUITENLAND;3391,00;3372,00;349,00;3023,00;168;;
03/05/2022;44600,00;44535,00;6792,00;1361,00;TOTAAL;43172,00;38366,00;7618,00;30645,00;545;;
03/05/2022;;;;;PARTICULIEREN;13153,00;11191,00;3379,00;7750,00;883;;
03/05/2022;;;;;TOESLAGEN;7518,00;7180,00;1900,00;5259,00;708;;
03/05/2022;;;;;ONDERNEMINGEN;7509,00;5971,00;1096,00;4865,00;680;;
03/05/2022;;;;;OVERIG;4628,00;4215,00;473,00;3737,00;340;;
03/05/2022;;;;;INTERMEDIAIRS;4100,00;3833,00;96,00;3737,00;96;;
03/05/2022;;;;;AUTO;3507,00;3243,00;381,00;2857,00;295;;
03/05/2022;;;;;BUITENLAND;2757,00;2733,00;293,00;2440,00;150;;
04/05/2022;40592,00;40523,00;6007,00;1279,00;TOTAAL;39745,00;35635,00;7167,00;28398,00;509;;
04/05/2022;;;;;PARTICULIEREN;12188,00;10212,00;3251,00;6917,00;874;;
04/05/2022;;;;;TOESLAGEN;7865,00;7075,00;1899,00;5164,00;656;;
04/05/2022;;;;;ONDERNEMINGEN;6079,00;5180,00;1063,00;4111,00;635;;
04/05/2022;;;;;OVERIG;4513,00;4425,00;302,00;4119,00;255;;
04/05/2022;;;;;INTERMEDIAIRS;3537,00;3389,00;100,00;3289,00;96;;
04/05/2022;;;;;AUTO;3099,00;2890,00;274,00;2612,00;274;;
04/05/2022;;;;;BUITENLAND;2464,00;2464,00;278,00;2186,00;149;;
06/05/2022;41190,00;41101,00;6361,00;1280,00;TOTAAL;40130,00;35760,00;7226,00;28428,00;587;;
06/05/2022;;;;;PARTICULIEREN;12466,00;9953,00;3051,00;6827,00;937;;
06/05/2022;;;;;TOESLAGEN;7896,00;7482,00;1927,00;5535,00;758;;
06/05/2022;;;;;ONDERNEMINGEN;5457,00;4625,00;893,00;3727,00;744;;
06/05/2022;;;;;OVERIG;4524,00;4461,00;451,00;4009,00;368;;
06/05/2022;;;;;INTERMEDIAIRS;3522,00;3446,00;105,00;3341,00;98;;
06/05/2022;;;;;AUTO;3441,00;3129,00;427,00;2697,00;381;;
06/05/2022;;;;;BUITENLAND;2824,00;2664,00;372,00;2292,00;215;;
09/05/2022;44079,00;43987,00;5981,00;1415,00;TOTAAL;44782,00;42386,00;7993,00;34334,00;518;;
09/05/2022;;;;;PARTICULIEREN;13807,00;12283,00;3528,00;8719,00;851;;
09/05/2022;;;;;TOESLAGEN;8998,00;8944,00;2230,00;6696,00;707;;
09/05/2022;;;;;ONDERNEMINGEN;6143,00;5738,00;1074,00;4661,00;631;;
09/05/2022;;;;;OVERIG;5064,00;5023,00;287,00;4736,00;227;;
09/05/2022;;;;;INTERMEDIAIRS;3885,00;3599,00;98,00;3501,00;92;;
09/05/2022;;;;;AUTO;3585,00;3580,00;182,00;3396,00;166;;
09/05/2022;;;;;BUITENLAND;3300,00;3219,00;594,00;2625,00;278;;
10/05/2022;40966,00;40873,00;5679,00;1288,00;TOTAAL;41682,00;37955,00;5747,00;32149,00;409;;
10/05/2022;;;;;PARTICULIEREN;13624,00;10796,00;2743,00;8017,00;707;;
10/05/2022;;;;;TOESLAGEN;8071,00;7642,00;1762,00;5862,00;624;;
10/05/2022;;;;;ONDERNEMINGEN;5726,00;5512,00;757,00;4750,00;483;;
10/05/2022;;;;;OVERIG;4515,00;4515,00;170,00;4345,00;219;;
10/05/2022;;;;;INTERMEDIAIRS;3973,00;3730,00;127,00;3603,00;99;;
10/05/2022;;;;;AUTO;3032,00;3020,00;42,00;2978,00;18;;
10/05/2022;;;;;BUITENLAND;2741,00;2740,00;146,00;2594,00;68;;
11/05/2022;48449,00;48351,00;8138,00;1311,00;TOTAAL;46143,00;37609,00;7951,00;29563,00;548;;
11/05/2022;;;;;PARTICULIEREN;17001,00;10530,00;3628,00;6844,00;979;;
11/05/2022;;;;;TOESLAGEN;9913,00;8408,00;2702,00;5682,00;858;;
11/05/2022;;;;;ONDERNEMINGEN;5716,00;5269,00;815,00;4446,00;551;;
11/05/2022;;;;;OVERIG;4279,00;4279,00;221,00;4054,00;232;;
11/05/2022;;;;;INTERMEDIAIRS;3473,00;3394,00;103,00;3291,00;101;;
11/05/2022;;;;;AUTO;3082,00;3056,00;185,00;2870,00;177;;
11/05/2022;;;;;BUITENLAND;2679,00;2673,00;297,00;2376,00;170;;
12/05/2022;44491,00;44388,00;7749,00;1367,00;TOTAAL;42211,00;36337,00;7365,00;28892,00;546;;
12/05/2022;;;;;PARTICULIEREN;14058,00;10121,00;3518,00;6558,00;1044;;
12/05/2022;;;;;TOESLAGEN;9911,00;8302,00;2491,00;5782,00;831;;
12/05/2022;;;;;ONDERNEMINGEN;5389,00;5247,00;755,00;4488,00;453;;
12/05/2022;;;;;OVERIG;4227,00;4224,00;254,00;3968,00;355;;
12/05/2022;;;;;INTERMEDIAIRS;3633,00;3477,00;108,00;3369,00;103;;
12/05/2022;;;;;AUTO;2625,00;2616,00;55,00;2561,00;49;;
12/05/2022;;;;;BUITENLAND;2368,00;2350,00;184,00;2166,00;90;;
13/05/2022;37592,00;37521,00;6493,00;1155,00;TOTAAL;36137,00;31208,00;5747,00;25394,00;533;;
13/05/2022;;;;;PARTICULIEREN;13090,00;8898,00;2877,00;5973,00;1052;;
13/05/2022;;;;;TOESLAGEN;6903,00;6727,00;1868,00;4848,00;789;;
13/05/2022;;;;;ONDERNEMINGEN;4803,00;4462,00;518,00;3938,00;388;;
13/05/2022;;;;;OVERIG;3767,00;3767,00;149,00;3618,00;308;;
13/05/2022;;;;;INTERMEDIAIRS;3079,00;2934,00;111,00;2822,00;101;;
13/05/2022;;;;;AUTO;2573,00;2498,00;197,00;2300,00;204;;
13/05/2022;;;;;BUITENLAND;1922,00;1922,00;27,00;1895,00;17;;
16/05/2022;53134,00;52998,00;9461,00;1522,00;TOTAAL;49634,00;41173,00;8037,00;33038,00;501;;
16/05/2022;;;;;PARTICULIEREN;19300,00;12173,00;4138,00;7989,00;950;;
16/05/2022;;;;;TOESLAGEN;8786,00;8286,00;2162,00;6093,00;655;;
16/05/2022;;;;;ONDERNEMINGEN;6311,00;5988,00;1077,00;4901,00;552;;
16/05/2022;;;;;OVERIG;5001,00;5000,00;178,00;4820,00;211;;
16/05/2022;;;;;AUTO;3813,00;3683,00;359,00;3315,00;276;;
16/05/2022;;;;;INTERMEDIAIRS;3762,00;3382,00;78,00;3304,00;88;;
16/05/2022;;;;;BUITENLAND;2661,00;2661,00;45,00;2616,00;21;;
19/05/2022;41678,00;41591,00;7854,00;1309,00;TOTAAL;38941,00;36027,00;7101,00;28839,00;504;;
19/05/2022;;;;;PARTICULIEREN;10844,00;10009,00;3080,00;6870,00;805;;
19/05/2022;;;;;TOESLAGEN;9720,00;8075,00;2413,00;5640,00;777;;
19/05/2022;;;;;ONDERNEMINGEN;5241,00;4989,00;799,00;4186,00;468;;
19/05/2022;;;;;OVERIG;4638,00;4613,00;419,00;4192,00;460;;
19/05/2022;;;;;INTERMEDIAIRS;3601,00;3464,00;77,00;3387,00;92;;
19/05/2022;;;;;AUTO;2715,00;2713,00;67,00;2646,00;41;;
19/05/2022;;;;;BUITENLAND;2182,00;2164,00;246,00;1918,00;159;;
20/05/2022;51337,00;51255,00;10036,00;1385,00;TOTAAL;46722,00;38397,00;8234,00;30085,00;595;;
20/05/2022;;;;;TOESLAGEN;17284,00;10324,00;3314,00;6988,00;971;;
20/05/2022;;;;;PARTICULIEREN;11297,00;10122,00;3361,00;6707,00;950;;
20/05/2022;;;;;OVERIG;4999,00;4999,00;374,00;4625,00;477;;
20/05/2022;;;;;ONDERNEMINGEN;4876,00;4774,00;636,00;4136,00;420;;
20/05/2022;;;;;AUTO;2948,00;2939,00;84,00;2855,00;38;;
20/05/2022;;;;;INTERMEDIAIRS;2910,00;2832,00;84,00;2748,00;93;;
20/05/2022;;;;;BUITENLAND;2408,00;2407,00;381,00;2026,00;214;;
23/05/2022;48779,00;48682,00;9476,00;1526,00;TOTAAL;45177,00;41547,00;8224,00;33212,00;529;;
23/05/2022;;;;;PARTICULIEREN;13249,00;11546,00;3867,00;7613,00;897;;
23/05/2022;;;;;TOESLAGEN;10480,00;9068,00;2674,00;6355,00;893;;
23/05/2022;;;;;ONDERNEMINGEN;6432,00;6028,00;1026,00;4999,00;540;;
23/05/2022;;;;;OVERIG;4963,00;4963,00;240,00;4722,00;292;;
23/05/2022;;;;;INTERMEDIAIRS;3692,00;3585,00;110,00;3475,00;101;;
23/05/2022;;;;;AUTO;3428,00;3424,00;229,00;3193,00;171;;
23/05/2022;;;;;BUITENLAND;2933,00;2933,00;78,00;2855,00;36;;
24/05/2022;57443,00;57360,00;10371,00;2013,00;TOTAAL;52405,00;41378,00;8868,00;32353,00;533;;
24/05/2022;;;;;PARTICULIEREN;14760,00;12070,00;3947,00;8036,00;852;;
24/05/2022;;;;;TOESLAGEN;11688,00;8972,00;2800,00;6118,00;808;;
24/05/2022;;;;;ONDERNEMINGEN;11340,00;5835,00;1165,00;4661,00;577;;
24/05/2022;;;;;OVERIG;4811,00;4809,00;291,00;4512,00;329;;
24/05/2022;;;;;INTERMEDIAIRS;3943,00;3943,00;154,00;3789,00;113;;
24/05/2022;;;;;AUTO;3073,00;2965,00;216,00;2748,00;168;;
24/05/2022;;;;;BUITENLAND;2790,00;2784,00;295,00;2489,00;152;;
30/05/2022;107335,00;107191,00;14567,00;1743,00;TOTAAL;98174,00;46072,00;11742,00;34188,00;593;;
30/05/2022;;;;;PARTICULIEREN;30107,00;12770,00;4521,00;8179,00;619;;
30/05/2022;;;;;ONDERNEMINGEN;29429,00;3847,00;1457,00;2384,00;410;;
30/05/2022;;;;;TOESLAGEN;15306,00;10323,00;3236,00;7039,00;1027;;
30/05/2022;;;;;BUITENLAND;6175,00;3859,00;1097,00;2762,00;481;;
30/05/2022;;;;;OVERIG;5852,00;5444,00;627,00;4809,00;687;;
30/05/2022;;;;;AUTO;5714,00;4257,00;587,00;3660,00;431;;
30/05/2022;;;;;INTERMEDIAIRS;5591,00;5572,00;217,00;5355,00;148;;
31/05/2022;72356,00;72241,00;21868,00;2206,00;TOTAAL;68069,00;44477,00;10144,00;34173,00;617;;
31/05/2022;;;;;ONDERNEMINGEN;21267,00;5246,00;1411,00;3815,00;585;;
31/05/2022;;;;;PARTICULIEREN;17912,00;13246,00;4505,00;8652,00;1001;;
31/05/2022;;;;;TOESLAGEN;10667,00;9025,00;2331,00;6650,00;786;;
31/05/2022;;;;;OVERIG;5309,00;5186,00;605,00;4574,00;628;;
31/05/2022;;;;;INTERMEDIAIRS;4858,00;4808,00;211,00;4597,00;136;;
31/05/2022;;;;;BUITENLAND;4461,00;3421,00;945,00;2476,00;487;;
31/05/2022;;;;;AUTO;3595,00;3545,00;136,00;3409,00;81;;
01/06/2022;62630,00;62522,00;10269,00;1094,00;TOTAAL;57840,00;39952,00;9291,00;30508,00;597;;
01/06/2022;;;;;ONDERNEMINGEN;15928,00;5677,00;1079,00;4583,00;747;;
01/06/2022;;;;;PARTICULIEREN;15396,00;11375,00;4294,00;6996,00;918;;
01/06/2022;;;;;TOESLAGEN;11000,00;8084,00;2277,00;5764,00;754;;
01/06/2022;;;;;OVERIG;4829,00;4739,00;507,00;4224,00;440;;
01/06/2022;;;;;INTERMEDIAIRS;3971,00;3915,00;140,00;3774,00;144;;
01/06/2022;;;;;BUITENLAND;3495,00;2989,00;715,00;2274,00;387;;
01/06/2022;;;;;AUTO;3221,00;3173,00;279,00;2893,00;261;;
02/06/2022;53416,00;53324,00;8740,00;975,00;TOTAAL;49921,00;37059,00;7777,00;29174,00;554;;
02/06/2022;;;;;PARTICULIEREN;13084,00;10355,00;3744,00;6557,00;847;;
02/06/2022;;;;;ONDERNEMINGEN;12295,00;5553,00;1062,00;4476,00;680;;
02/06/2022;;;;;TOESLAGEN;10037,00;7512,00;1568,00;5913,00;614;;
02/06/2022;;;;;OVERIG;4382,00;4297,00;419,00;3872,00;537;;
02/06/2022;;;;;INTERMEDIAIRS;4109,00;3689,00;196,00;3493,00;204;;
02/06/2022;;;;;BUITENLAND;3174,00;2831,00;618,00;2213,00;345;;
02/06/2022;;;;;AUTO;2840,00;2822,00;170,00;2650,00;139;;
07/06/2022;74231,00;74141,00;13186,00;1198,00;TOTAAL;68055,00;47423,00;11279,00;35973,00;677;;
07/06/2022;;;;;PARTICULIEREN;19518,00;14844,00;5107,00;9633,00;1110;;
07/06/2022;;;;;ONDERNEMINGEN;19068,00;6590,00;1192,00;5390,00;641;;
07/06/2022;;;;;TOESLAGEN;9992,00;8945,00;2012,00;6893,00;641;;
07/06/2022;;;;;OVERIG;7635,00;6248,00;712,00;5520,00;450;;
07/06/2022;;;;;BUITENLAND;4447,00;3860,00;931,00;2929,00;443;;
07/06/2022;;;;;INTERMEDIAIRS;3985,00;3707,00;938,00;2768,00;395;;
07/06/2022;;;;;AUTO;3410,00;3229,00;387,00;2840,00;317;;
08/06/2022;66818,00;66748,00;11678,00;1109,00;TOTAAL;60931,00;40398,00;9710,00;30568,00;622;;
08/06/2022;;;;;PARTICULIEREN;18768,00;11421,00;4230,00;7115,00;906;;
08/06/2022;;;;;ONDERNEMINGEN;13818,00;6691,00;912,00;5771,00;571;;
08/06/2022;;;;;TOESLAGEN;10461,00;7514,00;1598,00;5892,00;558;;
08/06/2022;;;;;OVERIG;7349,00;5018,00;590,00;4421,00;570;;
08/06/2022;;;;;INTERMEDIAIRS;3858,00;3503,00;1427,00;2072,00;941;;
08/06/2022;;;;;BUITENLAND;3624,00;3277,00;738,00;2539,00;388;;
08/06/2022;;;;;AUTO;3053,00;2974,00;215,00;2758,00;193;;
09/06/2022;53417,00;53358,00;11448,00;924,00;TOTAAL;46953,00;38028,00;8936,00;28695,00;678;;
09/06/2022;;;;;PARTICULIEREN;13964,00;11478,00;4013,00;7232,00;1067;;
09/06/2022;;;;;TOESLAGEN;9026,00;7327,00;1506,00;5766,00;569;;
09/06/2022;;;;;ONDERNEMINGEN;8776,00;5826,00;1206,00;4583,00;722;;
09/06/2022;;;;;OVERIG;6052,00;4660,00;552,00;4047,00;563;;
09/06/2022;;;;;INTERMEDIAIRS;3589,00;3346,00;1101,00;2235,00;910;;
09/06/2022;;;;;BUITENLAND;2880,00;2729,00;442,00;2287,00;275;;
09/06/2022;;;;;AUTO;2666,00;2662,00;116,00;2545,00;82;;
10/06/2022;40650,00;40611,00;8367,00;696,00;TOTAAL;37703,00;36014,00;7601,00;28296,00;619;;
10/06/2022;;;;;PARTICULIEREN;10614,00;10429,00;3304,00;7056,00;992;;
10/06/2022;;;;;TOESLAGEN;7407,00;7163,00;1430,00;5709,00;563;;
10/06/2022;;;;;ONDERNEMINGEN;6787,00;5806,00;1123,00;4675,00;643;;
10/06/2022;;;;;OVERIG;4680,00;4618,00;486,00;4122,00;458;;
10/06/2022;;;;;INTERMEDIAIRS;3190,00;2997,00;920,00;2073,00;830;;
10/06/2022;;;;;AUTO;2551,00;2527,00;186,00;2339,00;213;;
10/06/2022;;;;;BUITENLAND;2474,00;2474,00;152,00;2322,00;86;;
13/06/2022;51313,00;51245,00;10915,00;988,00;TOTAAL;45943,00;41536,00;9528,00;31913,00;675;;
13/06/2022;;;;;PARTICULIEREN;13603,00;11920,00;3601,00;8261,00;952;;
13/06/2022;;;;;TOESLAGEN;8796,00;8165,00;2283,00;5860,00;785;;
13/06/2022;;;;;ONDERNEMINGEN;7733,00;6728,00;1418,00;5305,00;712;;
13/06/2022;;;;;OVERIG;5473,00;4571,00;510,00;4057,00;452;;
13/06/2022;;;;;BUITENLAND;3531,00;3496,00;454,00;3042,00;197;;
13/06/2022;;;;;INTERMEDIAIRS;3497,00;3424,00;1005,00;2417,00;869;;
13/06/2022;;;;;AUTO;3310,00;3232,00;257,00;2971,00;259;;
14/06/2022;42557,00;42513,00;8454,00;775,00;TOTAAL;39644,00;37088,00;7605,00;29381,00;598;;
14/06/2022;;;;;PARTICULIEREN;11072,00;10538,00;3199,00;7289,00;887;;
14/06/2022;;;;;TOESLAGEN;7959,00;7300,00;1373,00;5901,00;507;;
14/06/2022;;;;;ONDERNEMINGEN;6379,00;5868,00;1192,00;4674,00;655;;
14/06/2022;;;;;OVERIG;4500,00;4172,00;422,00;3742,00;546;;
14/06/2022;;;;;INTERMEDIAIRS;3644,00;3491,00;961,00;2519,00;835;;
14/06/2022;;;;;AUTO;3088,00;2717,00;319,00;2393,00;306;;
14/06/2022;;;;;BUITENLAND;3002,00;3002,00;139,00;2863,00;66;;
15/06/2022;43358,00;43310,00;9351,00;838,00;TOTAAL;39486,00;35764,00;7475,00;28181,00;565;;
15/06/2022;;;;;PARTICULIEREN;12039,00;10445,00;3396,00;6975,00;853;;
15/06/2022;;;;;TOESLAGEN;7748,00;6893,00;1376,00;5500,00;476;;
15/06/2022;;;;;ONDERNEMINGEN;6411,00;5589,00;1142,00;4442,00;671;;
15/06/2022;;;;;OVERIG;4457,00;4222,00;320,00;3894,00;415;;
15/06/2022;;;;;INTERMEDIAIRS;3068,00;3007,00;775,00;2230,00;811;;
15/06/2022;;;;;BUITENLAND;2975,00;2975,00;250,00;2725,00;129;;
15/06/2022;;;;;AUTO;2788,00;2633,00;216,00;2415,00;243;;
16/06/2022;43470,00;43436,00;9767,00;855,00;TOTAAL;38590,00;34469,00;7159,00;27227,00;596;;
16/06/2022;;;;;PARTICULIEREN;12076,00;10112,00;3286,00;6774,00;915;;
16/06/2022;;;;;TOESLAGEN;7768,00;7021,00;1232,00;5773,00;485;;
16/06/2022;;;;;ONDERNEMINGEN;6311,00;5331,00;1042,00;4283,00;648;;
16/06/2022;;;;;OVERIG;4072,00;4013,00;539,00;3469,00;611;;
16/06/2022;;;;;INTERMEDIAIRS;3137,00;2917,00;740,00;2173,00;836;;
16/06/2022;;;;;BUITENLAND;2621,00;2604,00;201,00;2403,00;109;;
16/06/2022;;;;;AUTO;2605,00;2471,00;119,00;2352,00;112;;
17/06/2022;38974,00;38925,00;8333,00;655,00;TOTAAL;35180,00;31187,00;6324,00;24793,00;624;;
17/06/2022;;;;;PARTICULIEREN;10602,00;9363,00;2786,00;6529,00;981;;
17/06/2022;;;;;ONDERNEMINGEN;6780,00;5052,00;1071,00;3979,00;675;;
17/06/2022;;;;;TOESLAGEN;6456,00;6102,00;1008,00;5082,00;442;;
17/06/2022;;;;;OVERIG;3704,00;3647,00;425,00;3215,00;574;;
17/06/2022;;;;;INTERMEDIAIRS;2671,00;2507,00;652,00;1854,00;823;;
17/06/2022;;;;;AUTO;2600,00;2162,00;177,00;1985,00;227;;
17/06/2022;;;;;BUITENLAND;2367,00;2354,00;205,00;2149,00;140;;
20/06/2022;73724,00;73659,00;15619,00;1258,00;TOTAAL;63689,00;43888,00;11872,00;31930,00;784;;
20/06/2022;;;;;PARTICULIEREN;19092,00;12470,00;4274,00;8149,00;1034;;
20/06/2022;;;;;TOESLAGEN;15037,00;10437,00;3693,00;6722,00;1077;;
20/06/2022;;;;;ONDERNEMINGEN;12770,00;5731,00;1284,00;4439,00;848;;
20/06/2022;;;;;OVERIG;5009,00;4961,00;458,00;4500,00;319;;
20/06/2022;;;;;BUITENLAND;4253,00;3760,00;736,00;3024,00;326;;
20/06/2022;;;;;AUTO;4061,00;3292,00;478,00;2811,00;426;;
20/06/2022;;;;;INTERMEDIAIRS;3467,00;3237,00;949,00;2285,00;861;;
21/06/2022;57640,00;57574,00;11580,00;990,00;TOTAAL;51068,00;39397,00;9702,00;29599,00;775;;
21/06/2022;;;;;PARTICULIEREN;14542,00;11020,00;3821,00;7153,00;1068;;
21/06/2022;;;;;TOESLAGEN;11760,00;9091,00;2883,00;6178,00;997;;
21/06/2022;;;;;ONDERNEMINGEN;10175,00;5539,00;1165,00;4364,00;852;;
21/06/2022;;;;;OVERIG;4525,00;4315,00;471,00;3842,00;554;;
21/06/2022;;;;;INTERMEDIAIRS;3824,00;3462,00;967,00;2489,00;938;;
21/06/2022;;;;;BUITENLAND;3261,00;3261,00;145,00;3116,00;72;;
21/06/2022;;;;;AUTO;2981,00;2709,00;250,00;2457,00;300;;
